id_cliente,nome_cliente,data_servico,veiculo_marca,veiculo_modelo,ano_veiculo,tipo_servico,valor_servico,status_pagamento,satisfacao_cliente
CLI0066,Ricardo Costa,2023-12-17,Kia,Rio,2010,Motor,726.18,Pendente,1
CLI0066,Ricardo Costa,2023-12-10,BMW,X1,2022,Balanceamento,1272.55,Pago,5
CLI0067,Kelly Souza,2024-12-05,Honda,CR-V,2018,Pneus,1437.63,Pago,5
CLI0067,Kelly Souza,2024-05-16,Mercedes-Benz,GLA,2011,Motor,370.74,Pago,3
CLI0067,Kelly Souza,2024-11-08,BMW,X3,2013,Balanceamento,819.22,Pendente,1
CLI0067,Kelly Souza,2024-03-31,BMW,Série 1,2013,Balanceamento,1381.98,Pago,1
CLI0067,Kelly Souza,2025-11-02,BMW,Série 1,2022,Revisão,609.52,Pago,3
CLI0067,Kelly Souza,2023-12-30,Hyundai,Elantra,2018,Pintura,696.06,Pago,2
CLI0067,Kelly Souza,2024-10-28,Hyundai,HB20,2011,Freios,1458.86,Pago,5
CLI0067,Kelly Souza,2023-12-12,Honda,HR-V,2020,Pneus,1304.18,Pago,1
CLI0067,Kelly Souza,2024-07-02,Hyundai,Tucson,2020,Revisão,1132.99,Pago,4
CLI0068,João Carvalho,2024-10-22,Toyota,Corolla,2011,Troca de Óleo,308.09,Pago,1
CLI0068,João Carvalho,2025-06-28,Chevrolet,Tracker,2016,Suspensão,704.13,Pago,3
CLI0068,João Carvalho,2023-12-05,Mercedes-Benz,Classe C,2018,Troca de Óleo,980.06,Pago,5
CLI0068,João Carvalho,2024-01-03,Honda,CR-V,2018,Revisão,470.26,Pago,5
CLI0068,João Carvalho,2024-02-14,Volkswagen,T-Cross,2016,Suspensão,1242.08,Pago,2
CLI0068,João Carvalho,2025-05-17,Chevrolet,S10,2021,Suspensão,1205.32,Pago,3
CLI0068,João Carvalho,2025-08-28,Ford,Ka,2020,Motor,1438.22,Pago,5
CLI0068,João Carvalho,2024-04-10,Honda,Civic,2010,Balanceamento,915.15,Pago,1
CLI0068,João Carvalho,2024-09-25,Chevrolet,Tracker,2013,Suspensão,1363.16,Pago,2
CLI0068,João Carvalho,2024-04-30,Ford,Ranger,2019,Alinhamento,331.77,Pago,5
CLI0068,João Carvalho,2024-01-12,Hyundai,Tucson,2020,Pintura,156.06,Pago,3
CLI0068,João Carvalho,2024-02-26,Chevrolet,Cruze,2015,Motor,235.91,Pago,1
CLI0069,Felipe Rocha,2024-04-15,Honda,HR-V,2015,Elétrica,703.44,Pago,3
CLI0069,Felipe Rocha,2024-06-30,Kia,Cerato,2019,Balanceamento,578.52,Pago,4
CLI0069,Felipe Rocha,2023-01-09,Toyota,Yaris,2013,Pneus,1082.69,Pago,3
CLI0069,Felipe Rocha,2023-07-24,Ford,Ka,2017,Elétrica,695.77,Pago,4
CLI0069,Felipe Rocha,2024-02-05,Honda,HR-V,2020,Balanceamento,168.86,Pago,2
CLI0070,Ana Costa,2024-07-12,Chevrolet,Tracker,2021,Revisão,1104.77,Pago,5
CLI0070,Ana Costa,2024-10-15,Toyota,RAV4,2022,Balanceamento,358.5,Pago,3
CLI0070,Ana Costa,2024-07-17,Hyundai,Tucson,2020,Freios,580.44,Pago,5
CLI0070,Ana Costa,2023-11-01,Ford,EcoSport,2018,Pintura,181.3,Pago,1
CLI0070,Ana Costa,2024-11-16,Chevrolet,S10,2022,Pintura,253.54,Pago,5
CLI0070,Ana Costa,2024-08-09,Ford,EcoSport,2015,Troca de Óleo,367.29,Pago,1
CLI0070,Ana Costa,2023-10-05,BMW,Série 3,2010,Pneus,800.93,Pago,4
CLI0070,Ana Costa,2024-05-02,Audi,A3,2010,Motor,199.68,Pendente,3
CLI0070,Ana Costa,2023-10-04,Kia,Cerato,2016,Suspensão,579.68,Pago,1
CLI0070,Ana Costa,2024-06-20,Volkswagen,T-Cross,2013,Pintura,638.47,Pago,3
CLI0070,Ana Costa,2024-05-20,Audi,A3,2018,Freios,687.85,Pago,5
CLI0070,Ana Costa,2024-10-27,Volkswagen,Polo,2012,Freios,278.17,Pago,1
CLI0070,Ana Costa,2024-11-14,Chevrolet,Cruze,2022,Motor,1094.37,Pago,4
CLI0070,Ana Costa,2024-05-12,Chevrolet,S10,2020,Suspensão,82.55,Pago,5
CLI0070,Ana Costa,2024-09-05,Ford,Ranger,2020,Pintura,106.83,Pago,1
CLI0071,Quiteria Almeida,2023-12-07,Ford,EcoSport,2019,Balanceamento,974.55,Pago,3
CLI0071,Quiteria Almeida,2023-06-13,Chevrolet,Cruze,2019,Elétrica,1307.59,Pago,4
CLI0071,Quiteria Almeida,2024-11-22,Ford,Ranger,2019,Pintura,433.56,Pago,3
CLI0072,Quiteria Souza,2023-06-20,Kia,Sportage,2013,Suspensão,608.92,Pago,2
CLI0072,Quiteria Souza,2023-08-30,Hyundai,Tucson,2023,Freios,927.99,Pago,5
CLI0072,Quiteria Souza,2023-11-17,Toyota,Corolla,2011,Elétrica,1006.12,Pendente,5
CLI0072,Quiteria Souza,2022-03-14,Mercedes-Benz,GLA,2015,Troca de Óleo,1061.58,Pago,4
CLI0072,Quiteria Souza,2023-04-07,BMW,X1,2016,Freios,419.05,Pago,1
CLI0072,Quiteria Souza,2022-12-28,Kia,Seltos,2014,Pneus,57.93,Pago,1
CLI0072,Quiteria Souza,2023-10-25,Hyundai,HB20,2018,Troca de Óleo,593.79,Pago,3
CLI0072,Quiteria Souza,2023-05-05,BMW,X1,2012,Suspensão,994.79,Pago,5
CLI0072,Quiteria Souza,2023-05-20,Kia,Rio,2019,Alinhamento,1488.11,Pago,2
CLI0072,Quiteria Souza,2023-05-10,Hyundai,Tucson,2012,Motor,860.69,Pago,3
CLI0072,Quiteria Souza,2023-10-25,BMW,Série 1,2021,Freios,1289.75,Pago,2
CLI0072,Quiteria Souza,2023-06-13,Ford,Focus,2013,Pintura,630.81,Pago,5
CLI0072,Quiteria Souza,2023-12-01,Toyota,Hilux,2016,Troca de Óleo,1216.34,Pago,4
CLI0072,Quiteria Souza,2023-11-17,Mercedes-Benz,Classe C,2011,Alinhamento,371.57,Pago,1
CLI0072,Quiteria Souza,2023-04-10,Mercedes-Benz,Classe A,2021,Balanceamento,133.32,Pago,2
CLI0073,João Melo,2025-04-01,Audi,A3,2013,Pintura,464.71,Pago,5
CLI0073,João Melo,2025-04-17,Hyundai,Creta,2019,Freios,1027.34,Pago,1
CLI0073,João Melo,2024-04-21,Honda,CR-V,2022,Suspensão,562.04,Pago,5
CLI0073,João Melo,2024-06-04,Hyundai,HB20,2021,Revisão,1382.81,Pago,5
CLI0073,João Melo,2025-06-30,BMW,X3,2023,Alinhamento,378.13,Pendente,4
CLI0073,João Melo,2024-12-29,Kia,Sportage,2014,Freios,640.35,Pago,1
CLI0073,João Melo,2025-04-10,Volkswagen,Virtus,2011,Pintura,1437.23,Pago,5
CLI0073,João Melo,2024-07-25,Audi,Q5,2019,Elétrica,1166.45,Pago,4
CLI0073,João Melo,2025-10-09,Audi,A3,2017,Revisão,423.84,Pago,2
CLI0073,João Melo,2025-10-05,Chevrolet,Tracker,2016,Motor,798.93,Pago,3
CLI0073,João Melo,2024-07-23,Volkswagen,Gol,2016,Motor,160.24,Pendente,4
CLI0074,Tiago Pereira,2023-12-02,Chevrolet,Tracker,2012,Pneus,773.55,Pago,2
CLI0074,Tiago Pereira,2023-09-02,Chevrolet,S10,2013,Pneus,1262.69,Pago,1
CLI0074,Tiago Pereira,2023-04-06,Honda,Fit,2019,Troca de Óleo,1158.15,Pago,1
CLI0074,Tiago Pereira,2024-04-11,BMW,X3,2017,Balanceamento,1309.71,Pago,5
CLI0074,Tiago Pereira,2023-09-17,Mercedes-Benz,GLC,2022,Balanceamento,235.96,Pago,4
CLI0074,Tiago Pereira,2024-04-07,Hyundai,HB20,2018,Motor,620.89,Pago,2
CLI0075,Eduarda Gomes,2024-02-01,Hyundai,Tucson,2015,Troca de Óleo,67.14,Pago,5
CLI0075,Eduarda Gomes,2024-01-12,BMW,X3,2019,Alinhamento,321.37,Pago,3
CLI0075,Eduarda Gomes,2025-01-25,Kia,Rio,2015,Freios,773.22,Pago,3
CLI0075,Eduarda Gomes,2024-10-08,Mercedes-Benz,Classe A,2017,Freios,878.54,Pendente,2
CLI0075,Eduarda Gomes,2024-01-11,Volkswagen,Polo,2018,Suspensão,1291.65,Pago,2
CLI0075,Eduarda Gomes,2025-01-27,Toyota,Hilux,2016,Elétrica,244.98,Pago,5
CLI0075,Eduarda Gomes,2025-03-30,BMW,Série 1,2014,Alinhamento,865.1,Pago,4
CLI0075,Eduarda Gomes,2024-01-10,Ford,Focus,2013,Alinhamento,740.98,Pago,4
CLI0076,Felipe Vieira,2023-10-26,Volkswagen,Virtus,2015,Pintura,858.36,Pago,3
CLI0076,Felipe Vieira,2022-12-08,Mercedes-Benz,Classe C,2015,Balanceamento,338.49,Pago,5
CLI0076,Felipe Vieira,2023-05-15,Volkswagen,Virtus,2015,Pintura,756.87,Pago,1
CLI0076,Felipe Vieira,2023-12-13,Kia,Rio,2017,Freios,1308.97,Pago,3
CLI0076,Felipe Vieira,2024-01-23,Kia,Seltos,2023,Revisão,164.71,Pago,3
CLI0076,Felipe Vieira,2023-10-08,Volkswagen,Virtus,2019,Suspensão,443.31,Pago,3
CLI0076,Felipe Vieira,2024-07-11,Hyundai,Tucson,2016,Freios,316.63,Pago,2
CLI0076,Felipe Vieira,2024-09-25,Volkswagen,Gol,2013,Freios,625.72,Pago,4
CLI0076,Felipe Vieira,2024-06-01,Toyota,Corolla,2022,Suspensão,809.78,Pendente,1
CLI0076,Felipe Vieira,2023-08-13,Kia,Cerato,2011,Suspensão,498.59,Pago,3
CLI0076,Felipe Vieira,2024-02-14,Ford,Ranger,2018,Freios,91.43,Pago,3
CLI0076,Felipe Vieira,2024-03-19,Audi,A4,2018,Elétrica,245.92,Pendente,5
CLI0077,Quiteria Silva,2025-07-08,Kia,Seltos,2020,Balanceamento,680.72,Pago,5
CLI0077,Quiteria Silva,2024-09-23,BMW,Série 1,2018,Pneus,1216.83,Pago,3
CLI0077,Quiteria Silva,2025-01-06,Volkswagen,Polo,2014,Troca de Óleo,50.13,Pago,2
CLI0078,Tiago Ribeiro,2023-02-25,Audi,A3,2021,Elétrica,1423.09,Pago,1
CLI0078,Tiago Ribeiro,2023-07-22,Volkswagen,Polo,2022,Troca de Óleo,844.91,Pago,5
CLI0078,Tiago Ribeiro,2023-07-29,Mercedes-Benz,GLC,2012,Suspensão,1251.22,Pago,1
CLI0078,Tiago Ribeiro,2023-07-14,Chevrolet,Tracker,2014,Pintura,1222.77,Pago,1
CLI0078,Tiago Ribeiro,2022-11-10,Ford,Ka,2011,Elétrica,945.71,Pago,5
CLI0078,Tiago Ribeiro,2023-09-23,Chevrolet,Tracker,2010,Freios,121.97,Pago,2
CLI0079,Pedro Silva,2023-08-19,Volkswagen,Polo,2021,Elétrica,1104.31,Pago,2
CLI0079,Pedro Silva,2022-11-19,Audi,Q3,2015,Suspensão,501.79,Pago,3
CLI0080,Daniel Gomes,2025-05-17,Toyota,Yaris,2011,Freios,131.26,Pago,1
CLI0080,Daniel Gomes,2024-12-11,Audi,Q3,2013,Alinhamento,1235.01,Pago,1
CLI0080,Daniel Gomes,2024-02-13,Mercedes-Benz,GLA,2013,Troca de Óleo,338.81,Pago,1
CLI0080,Daniel Gomes,2024-11-18,Chevrolet,Cruze,2016,Alinhamento,1407.51,Pago,1
CLI0080,Daniel Gomes,2024-12-17,Hyundai,HB20,2014,Elétrica,975.85,Pago,1
CLI0080,Daniel Gomes,2025-04-16,Chevrolet,Onix,2013,Suspensão,520.54,Pago,3
CLI0080,Daniel Gomes,2025-01-22,Honda,Fit,2022,Pneus,62.95,Pago,4
CLI0080,Daniel Gomes,2025-05-08,Kia,Cerato,2015,Revisão,410.65,Pago,5
CLI0081,João Lima,2024-08-14,Toyota,Corolla,2015,Freios,1066.93,Pago,2
CLI0081,João Lima,2024-03-26,Chevrolet,Tracker,2018,Motor,1218.01,Pago,2
CLI0081,João Lima,2022-12-04,Mercedes-Benz,Classe A,2021,Freios,413.51,Pago,4
CLI0081,João Lima,2024-06-07,Volkswagen,T-Cross,2013,Balanceamento,320.61,Pago,4
CLI0081,João Lima,2023-08-21,Kia,Cerato,2011,Pintura,274.79,Pago,3
CLI0081,João Lima,2024-05-20,BMW,Série 1,2010,Pintura,599.61,Pago,1
CLI0082,Bruno Lima,2024-11-20,Kia,Cerato,2015,Revisão,1004.52,Pago,4
CLI0082,Bruno Lima,2024-05-26,Hyundai,Tucson,2022,Pintura,273.49,Pago,4
CLI0082,Bruno Lima,2025-08-31,BMW,X1,2011,Pintura,1005.39,Pago,2
CLI0082,Bruno Lima,2024-05-14,Toyota,Hilux,2011,Elétrica,327.84,Pago,4
CLI0082,Bruno Lima,2025-09-17,Audi,A4,2010,Motor,370.05,Pago,1
CLI0082,Bruno Lima,2024-06-14,Audi,A3,2017,Troca de Óleo,573.34,Pago,4
CLI0082,Bruno Lima,2024-11-25,Toyota,Yaris,2018,Troca de Óleo,1114.74,Pago,1
CLI0082,Bruno Lima,2024-06-22,Hyundai,HB20,2011,Pneus,820.91,Pago,5
CLI0082,Bruno Lima,2025-09-16,Chevrolet,S10,2018,Pintura,652.02,Pago,5
CLI0082,Bruno Lima,2024-11-14,Audi,Q5,2011,Freios,1199.07,Pago,5
CLI0083,Sofia Oliveira,2024-12-27,Ford,EcoSport,2015,Motor,847.62,Pendente,3
CLI0083,Sofia Oliveira,2024-04-20,Mercedes-Benz,Classe A,2019,Pneus,866.56,Pago,5
CLI0083,Sofia Oliveira,2023-11-10,BMW,Série 1,2017,Suspensão,50.28,Pago,3
CLI0083,Sofia Oliveira,2024-10-25,Toyota,Hilux,2014,Troca de Óleo,485.48,Pago,3
CLI0083,Sofia Oliveira,2023-03-17,Volkswagen,Polo,2011,Troca de Óleo,717.54,Pago,3
CLI0083,Sofia Oliveira,2024-03-04,Kia,Cerato,2013,Alinhamento,1226.06,Pago,4
CLI0084,Carla Dias,2023-07-11,Honda,CR-V,2022,Elétrica,300.71,Pago,5
CLI0084,Carla Dias,2023-03-08,Kia,Rio,2010,Balanceamento,603.24,Pago,3
CLI0084,Carla Dias,2023-11-22,Mercedes-Benz,GLA,2023,Revisão,1311.19,Pago,5
CLI0084,Carla Dias,2022-12-12,Mercedes-Benz,Classe C,2014,Pintura,109.71,Pago,2
CLI0084,Carla Dias,2023-10-31,Hyundai,Creta,2012,Troca de Óleo,1026.77,Pendente,4
CLI0084,Carla Dias,2024-08-01,Kia,Sportage,2013,Suspensão,470.19,Pago,2
CLI0084,Carla Dias,2023-11-10,Honda,Fit,2019,Troca de Óleo,844.82,Pago,4
CLI0084,Carla Dias,2024-04-27,Mercedes-Benz,GLC,2022,Freios,747.34,Pago,4
CLI0084,Carla Dias,2024-09-28,Kia,Cerato,2018,Balanceamento,1495.76,Pago,2
CLI0084,Carla Dias,2023-02-12,Volkswagen,T-Cross,2015,Balanceamento,179.91,Pago,4
CLI0085,Carla Vieira,2024-02-08,Chevrolet,Tracker,2015,Balanceamento,1000.34,Pago,2
CLI0085,Carla Vieira,2024-02-10,Kia,Seltos,2019,Freios,688.67,Pendente,2
CLI0085,Carla Vieira,2023-09-09,BMW,Série 3,2022,Revisão,212.94,Pago,5
CLI0085,Carla Vieira,2023-07-18,Volkswagen,Gol,2015,Revisão,492.42,Pago,3
CLI0085,Carla Vieira,2023-09-19,Hyundai,Creta,2013,Pintura,808.74,Pago,4
CLI0085,Carla Vieira,2024-11-15,Ford,Focus,2016,Balanceamento,1363.76,Pago,3
CLI0086,Eduarda Rodrigues,2024-02-14,Volkswagen,Polo,2022,Balanceamento,443.36,Pago,1
CLI0086,Eduarda Rodrigues,2024-02-21,Mercedes-Benz,Classe A,2020,Motor,1303.21,Pago,4
CLI0086,Eduarda Rodrigues,2024-08-07,Mercedes-Benz,Classe C,2015,Elétrica,1306.82,Pago,2
CLI0087,Pedro Vieira,2024-03-25,Audi,A3,2010,Pneus,1387.29,Pago,4
CLI0087,Pedro Vieira,2023-12-06,Ford,Focus,2015,Motor,565.3,Pago,5
CLI0087,Pedro Vieira,2023-08-08,Toyota,Yaris,2016,Troca de Óleo,1419.0,Pendente,2
CLI0087,Pedro Vieira,2023-04-03,BMW,Série 1,2020,Freios,177.3,Pago,5
CLI0088,Felipe Costa,2025-04-22,Chevrolet,Cruze,2013,Balanceamento,271.49,Pendente,5
CLI0088,Felipe Costa,2024-06-23,Audi,Q3,2013,Freios,892.49,Pago,2
CLI0088,Felipe Costa,2023-12-10,Volkswagen,Polo,2016,Freios,1001.54,Pago,2
CLI0088,Felipe Costa,2024-06-11,Honda,Civic,2012,Motor,1267.31,Pago,1
CLI0088,Felipe Costa,2024-06-12,Mercedes-Benz,GLA,2014,Elétrica,1131.13,Pago,3
CLI0088,Felipe Costa,2023-12-24,Chevrolet,Onix,2012,Freios,87.99,Pendente,5
CLI0088,Felipe Costa,2024-04-20,Kia,Cerato,2019,Pneus,384.82,Pago,1
CLI0088,Felipe Costa,2025-06-25,Audi,Q3,2018,Balanceamento,729.71,Pago,2
CLI0088,Felipe Costa,2024-08-21,Audi,Q5,2012,Freios,330.23,Pago,1
CLI0088,Felipe Costa,2024-04-23,Mercedes-Benz,GLC,2021,Pneus,1148.78,Pago,4
CLI0088,Felipe Costa,2025-04-13,Audi,A4,2023,Elétrica,1337.0,Pago,1
CLI0088,Felipe Costa,2025-04-04,Mercedes-Benz,Classe A,2016,Balanceamento,1411.75,Pago,5
CLI0088,Felipe Costa,2025-01-09,Toyota,Corolla,2017,Elétrica,1249.16,Pago,2
CLI0088,Felipe Costa,2025-01-03,Hyundai,Tucson,2021,Troca de Óleo,858.67,Pago,1
CLI0089,Quiteria Teixeira,2023-03-05,Audi,Q5,2014,Alinhamento,718.95,Pago,5
CLI0089,Quiteria Teixeira,2022-07-05,Hyundai,Creta,2017,Elétrica,181.14,Pago,2
CLI0089,Quiteria Teixeira,2023-12-31,Hyundai,Creta,2016,Suspensão,519.02,Pago,4
CLI0089,Quiteria Teixeira,2024-01-05,Chevrolet,Cruze,2011,Alinhamento,519.91,Pago,2
CLI0090,Nuno Pereira,2022-11-19,Honda,Civic,2021,Elétrica,969.41,Pago,4
CLI0090,Nuno Pereira,2023-12-21,Kia,Cerato,2016,Pintura,601.88,Pago,3
CLI0090,Nuno Pereira,2024-02-15,Ford,Ranger,2023,Freios,309.36,Pago,4
CLI0090,Nuno Pereira,2023-05-27,Volkswagen,T-Cross,2014,Freios,220.45,Pago,2
CLI0090,Nuno Pereira,2022-07-19,Kia,Rio,2010,Elétrica,771.56,Pago,1
CLI0090,Nuno Pereira,2024-03-29,Audi,Q3,2013,Balanceamento,1006.23,Pago,4
CLI0090,Nuno Pereira,2022-10-05,Kia,Sportage,2013,Pintura,453.26,Pago,2
CLI0090,Nuno Pereira,2022-09-04,Ford,Ranger,2010,Motor,103.25,Pago,5
CLI0090,Nuno Pereira,2024-03-24,Volkswagen,Virtus,2011,Troca de Óleo,207.89,Pendente,2
CLI0090,Nuno Pereira,2024-06-03,Volkswagen,Polo,2017,Balanceamento,572.27,Pago,3
CLI0090,Nuno Pereira,2023-06-11,BMW,Série 1,2023,Revisão,1149.74,Pago,1
CLI0090,Nuno Pereira,2023-05-11,Audi,Q3,2011,Alinhamento,527.35,Pago,2
CLI0091,Ricardo Pereira,2023-10-07,Kia,Sportage,2011,Balanceamento,1108.11,Pago,1
CLI0091,Ricardo Pereira,2024-07-14,Kia,Rio,2016,Balanceamento,1279.31,Pago,5
CLI0091,Ricardo Pereira,2024-12-04,BMW,Série 3,2019,Balanceamento,769.78,Pago,4
CLI0091,Ricardo Pereira,2024-07-23,Ford,Ranger,2021,Alinhamento,1469.92,Pago,1
CLI0091,Ricardo Pereira,2024-06-25,Honda,HR-V,2022,Balanceamento,1498.53,Pago,3
CLI0091,Ricardo Pereira,2024-02-28,Hyundai,Creta,2010,Pneus,1050.52,Pago,1
CLI0091,Ricardo Pereira,2024-01-16,Volkswagen,Virtus,2022,Troca de Óleo,215.06,Pago,4
CLI0091,Ricardo Pereira,2024-10-09,Kia,Sportage,2023,Freios,331.32,Pago,4
CLI0091,Ricardo Pereira,2024-07-04,Toyota,Hilux,2017,Freios,959.44,Pago,5
CLI0091,Ricardo Pereira,2024-02-13,Audi,Q5,2021,Troca de Óleo,1260.9,Pago,3
CLI0091,Ricardo Pereira,2024-09-25,Hyundai,HB20,2013,Balanceamento,1043.97,Pago,3
CLI0091,Ricardo Pereira,2023-05-13,Ford,Ka,2023,Troca de Óleo,541.77,Pago,5
CLI0092,João Fernandes,2024-04-29,Kia,Seltos,2012,Balanceamento,219.42,Pago,3
CLI0092,João Fernandes,2025-11-03,BMW,X1,2014,Suspensão,175.86,Pago,3
CLI0092,João Fernandes,2025-02-16,Volkswagen,Polo,2018,Alinhamento,303.77,Pago,1
CLI0092,João Fernandes,2024-06-05,Honda,Fit,2018,Troca de Óleo,1208.59,Pendente,2
CLI0092,João Fernandes,2024-05-24,BMW,Série 1,2021,Pintura,500.02,Pago,1
CLI0092,João Fernandes,2025-04-23,Ford,Ranger,2021,Troca de Óleo,716.08,Pago,5
CLI0092,João Fernandes,2024-03-09,Toyota,Yaris,2010,Balanceamento,1314.22,Pago,1
CLI0092,João Fernandes,2024-02-25,Hyundai,Elantra,2010,Balanceamento,1149.82,Pago,2
CLI0092,João Fernandes,2024-10-05,Chevrolet,S10,2014,Alinhamento,821.8,Pago,1
CLI0092,João Fernandes,2024-08-17,Ford,Ranger,2014,Revisão,72.12,Pago,5
CLI0092,João Fernandes,2024-02-24,Chevrolet,Tracker,2018,Motor,443.03,Pendente,3
CLI0092,João Fernandes,2025-06-21,Chevrolet,S10,2011,Alinhamento,939.23,Pago,4
CLI0092,João Fernandes,2024-01-02,Ford,Focus,2017,Troca de Óleo,203.59,Pago,4
CLI0092,João Fernandes,2024-12-17,Ford,EcoSport,2019,Motor,503.04,Pago,5
CLI0093,Luiz Rocha,2024-05-14,Kia,Cerato,2011,Elétrica,191.03,Pago,4
CLI0093,Luiz Rocha,2024-05-19,Chevrolet,S10,2012,Balanceamento,424.18,Pago,2
CLI0094,Quiteria Rocha,2025-10-06,BMW,X3,2017,Elétrica,93.88,Pago,3
CLI0094,Quiteria Rocha,2025-03-29,Audi,Q3,2014,Motor,926.44,Pago,1
CLI0094,Quiteria Rocha,2025-01-13,Honda,CR-V,2018,Revisão,1199.02,Pago,4
CLI0094,Quiteria Rocha,2025-07-21,Mercedes-Benz,GLC,2019,Pneus,844.53,Pendente,4
CLI0094,Quiteria Rocha,2024-01-31,BMW,Série 3,2023,Balanceamento,675.17,Pendente,5
CLI0094,Quiteria Rocha,2024-11-09,Hyundai,Creta,2012,Revisão,1122.08,Pago,4
CLI0094,Quiteria Rocha,2024-03-21,Kia,Seltos,2015,Pintura,191.6,Pago,3
CLI0094,Quiteria Rocha,2025-01-13,Honda,Civic,2020,Balanceamento,1168.45,Pago,4
CLI0094,Quiteria Rocha,2025-09-15,Toyota,Corolla,2013,Freios,1336.53,Pendente,1
CLI0094,Quiteria Rocha,2024-04-23,Ford,EcoSport,2018,Alinhamento,615.47,Pago,2
CLI0094,Quiteria Rocha,2024-06-22,BMW,X3,2019,Alinhamento,1381.83,Pendente,3
CLI0094,Quiteria Rocha,2024-02-24,Kia,Sportage,2019,Pintura,636.09,Pago,3
CLI0095,Daniel Lima,2023-07-11,Hyundai,HB20,2010,Pintura,1240.09,Pago,3
CLI0096,Hugo Oliveira,2023-10-24,Chevrolet,Cruze,2021,Balanceamento,621.69,Pago,4
CLI0096,Hugo Oliveira,2024-11-11,Mercedes-Benz,GLA,2018,Pneus,1010.61,Pago,2
CLI0096,Hugo Oliveira,2025-04-13,Mercedes-Benz,Classe A,2023,Suspensão,273.69,Pendente,2
CLI0096,Hugo Oliveira,2024-02-07,Toyota,Corolla,2020,Troca de Óleo,258.79,Pago,4
CLI0096,Hugo Oliveira,2024-02-09,Honda,HR-V,2020,Suspensão,1297.22,Pago,5
CLI0096,Hugo Oliveira,2024-12-01,Kia,Cerato,2017,Pintura,664.98,Pago,4
CLI0096,Hugo Oliveira,2024-09-20,Chevrolet,S10,2016,Balanceamento,60.77,Pago,2
CLI0096,Hugo Oliveira,2025-09-21,Hyundai,Elantra,2016,Pintura,885.71,Pago,1
CLI0096,Hugo Oliveira,2025-04-26,Audi,A4,2011,Balanceamento,748.22,Pago,2
CLI0096,Hugo Oliveira,2025-03-15,Volkswagen,T-Cross,2018,Revisão,808.87,Pago,2
CLI0096,Hugo Oliveira,2025-01-18,Honda,CR-V,2019,Troca de Óleo,1360.2,Pago,1
CLI0096,Hugo Oliveira,2025-01-15,Audi,Q5,2019,Motor,660.47,Pendente,3
CLI0096,Hugo Oliveira,2024-07-15,Ford,Focus,2021,Balanceamento,1136.67,Pago,5
CLI0096,Hugo Oliveira,2024-06-15,Toyota,RAV4,2019,Freios,880.65,Pago,3
CLI0097,Kelly Silva,2025-05-06,Toyota,Yaris,2017,Revisão,233.89,Pago,3
CLI0097,Kelly Silva,2024-04-20,Ford,Ka,2014,Alinhamento,70.59,Pago,2
CLI0097,Kelly Silva,2025-04-02,Ford,EcoSport,2015,Freios,428.82,Pago,4
CLI0097,Kelly Silva,2024-02-07,Hyundai,HB20,2015,Revisão,1452.65,Pago,2
CLI0097,Kelly Silva,2024-12-25,Mercedes-Benz,GLA,2013,Elétrica,1102.7,Pago,5
CLI0097,Kelly Silva,2024-07-24,Toyota,Yaris,2022,Revisão,126.16,Pago,4
CLI0097,Kelly Silva,2024-06-09,Audi,Q3,2016,Suspensão,738.15,Pago,4
CLI0097,Kelly Silva,2023-08-18,Volkswagen,T-Cross,2016,Motor,1444.56,Pago,1
CLI0097,Kelly Silva,2023-11-13,Hyundai,Elantra,2023,Suspensão,935.2,Pago,3
CLI0097,Kelly Silva,2024-07-14,Volkswagen,Virtus,2022,Revisão,420.25,Pago,4
CLI0097,Kelly Silva,2025-06-27,Chevrolet,S10,2018,Motor,1032.69,Pendente,3
CLI0097,Kelly Silva,2025-02-16,Toyota,Corolla,2023,Revisão,67.34,Pago,1
CLI0097,Kelly Silva,2025-07-07,Audi,A4,2013,Alinhamento,415.25,Pago,5
CLI0098,Sofia Vieira,2023-01-02,Kia,Cerato,2019,Revisão,1076.71,Pago,5
CLI0098,Sofia Vieira,2023-03-18,Mercedes-Benz,GLC,2011,Freios,417.34,Pago,1
CLI0099,Hugo Neves,2024-05-29,Volkswagen,T-Cross,2021,Motor,423.14,Pago,3
CLI0099,Hugo Neves,2023-04-24,Mercedes-Benz,GLA,2015,Troca de Óleo,424.45,Pago,2
CLI0099,Hugo Neves,2024-05-16,Honda,Fit,2013,Balanceamento,619.32,Pago,1
CLI0099,Hugo Neves,2023-07-17,Hyundai,Tucson,2013,Balanceamento,982.84,Pendente,3
CLI0099,Hugo Neves,2023-06-05,Toyota,Corolla,2011,Balanceamento,1104.94,Pago,1
CLI0099,Hugo Neves,2024-07-13,Ford,Focus,2010,Suspensão,436.33,Pago,4
CLI0099,Hugo Neves,2024-09-30,Toyota,RAV4,2017,Suspensão,635.67,Pago,1
CLI0099,Hugo Neves,2024-08-26,Chevrolet,Onix,2016,Elétrica,225.75,Pago,3
CLI0099,Hugo Neves,2024-01-27,Volkswagen,T-Cross,2010,Revisão,579.77,Pago,3
CLI0099,Hugo Neves,2023-05-13,Audi,A4,2020,Pneus,306.1,Pago,4
CLI0099,Hugo Neves,2024-12-27,Chevrolet,Tracker,2021,Suspensão,1349.87,Pago,3
CLI0100,Hugo Silva,2023-10-10,Audi,Q3,2012,Troca de Óleo,329.98,Pago,5
